locus1	NC_007605.genome	1947	2061	3	67.51	0.522821	-1.74	"BNRF1"
window23	locus4	NC_007605.genome	7662	7780	+	2	120	70.83	-43.65	-33.77	-34.52	0.75	1.07	-8.05	0.77	0.24	0.649878
window24	locus4	NC_007605.genome	7662	7780	-	2	120	70.83	-50.95	-43.65	-46.15	2.50	1.16	-9.37	0.86	0.51	0.763011
window25	locus4	NC_007605.genome	7702	7820	+	2	120	74.17	-42.19	-31.32	-36.07	4.75	1.03	-7.69	0.74	0.19	0.626894
window26	locus4	NC_007605.genome	7702	7820	-	2	120	74.17	-52.75	-43.05	-48.05	5.00	1.13	-9.12	0.82	0.46	0.746142
window27	locus4	NC_007605.genome	7740	7860	+	2	120	75.83	-37.35	-28.90	-34.15	5.25	1.07	-6.57	0.77	0.87	0.870157
window28	locus4	NC_007605.genome	7740	7860	-	2	120	75.83	-57.55	-50.24	-53.99	3.75	1.09	-10.65	0.87	0.41	0.726424
window29	locus4	NC_007605.genome	7780	7900	+	2	120	77.50	-34.60	-28.31	-28.56	0.25	1.06	-4.82	0.82	2.86	0.997464
window30	locus4	NC_007605.genome	7780	7900	-	2	120	77.50	-48.20	-42.40	-44.15	1.75	1.03	-7.66	0.88	0.78	0.849672
window31	locus4	NC_007605.genome	7820	7940	+	2	120	75.83	-37.35	-32.46	-33.21	0.75	1.03	-5.65	0.87	1.85	0.979847
window32	locus4	NC_007605.genome	7820	7940	-	2	120	75.83	-47.85	-45.65	-46.65	1.00	1.06	-7.98	0.95	0.92	0.881028
window33	locus4	NC_007605.genome	7860	7980	+	2	120	73.33	-37.75	-34.30	-39.55	5.25	1.07	-5.50	0.91	2.08	0.987441
window34	locus4	NC_007605.genome	7860	7980	-	2	120	73.33	-55.70	-53.14	-54.14	1.00	1.15	-9.65	0.95	0.79	0.850263
window35	locus4	NC_007605.genome	7900	8020	+	2	120	71.67	-44.10	-33.05	-37.55	4.50	1.05	-7.54	0.75	0.23	0.643185
window36	locus4	NC_007605.genome	7900	8020	-	2	120	71.67	-56.15	-50.90	-51.15	0.25	1.20	-10.34	0.91	0.49	0.755854
window37	locus4	NC_007605.genome	7911	8031	+	2	120	72.50	-47.95	-42.95	-46.95	4.00	1.07	-8.76	0.90	0.71	0.829521
window38	locus4	NC_007605.genome	7911	8031	-	2	120	72.50	-57.30	-55.30	-55.05	-0.25	1.21	-10.16	0.97	0.66	0.813646
locus5	NC_007605.genome	8951	9069	2	55.00	0.996224	-2.34	-
window39	locus5	NC_007605.genome	8951	9069	+	2	120	55.00	-35.05	-19.83	-19.83	0.00	1.29	-1.90	0.57	0.94	0.886902
window40	locus5	NC_007605.genome	8951	9069	-	2	120	55.00	-35.88	-21.41	-22.66	1.25	1.18	-2.34	0.60	2.67	0.996224
locus6	NC_007605.genome	9109	9226	2	53.33	0.999215	-2.36	-
window41	locus6	NC_007605.genome	9109	9226	+	2	120	53.33	-40.31	-25.36	-25.86	0.50	1.33	-2.36	0.63	3.44	0.999215
window42	locus6	NC_007605.genome	9109	9226	-	2	120	53.33	-37.45	-22.15	-22.15	0.00	1.27	-1.41	0.59	0.41	0.724881
locus7	NC_007605.genome	9652	9754	2	60.83	0.694714	-1.37	"BCRF1"
window43	locus7	NC_007605.genome	9652	9754	+	2	120	60.83	-42.15	-28.77	-30.02	1.25	1.20	-1.37	0.68	0.34	0.694714
locus8	NC_007605.genome	9874	9994	2	85.83	0.663130	-1.53	"BCRF1"
window44	locus8	NC_007605.genome	9874	9994	-	2	120	85.83	-40.90	-35.75	-36.00	0.25	1.10	-1.53	0.87	0.27	0.663130
locus9	NC_007605.genome	10154	10346	2	85.00	0.997454	-2.46	"BCRF1"
window45	locus9	NC_007605.genome	10154	10267	+	2	120	72.50	-24.36	-17.30	-19.55	2.25	1.12	-2.11	0.71	1.89	0.981486
window46	locus9	NC_007605.genome	10154	10267	-	2	120	72.50	-34.85	-25.85	-26.35	0.50	1.19	-2.46	0.74	2.86	0.997454
window47	locus9	NC_007605.genome	10227	10346	+	2	120	85.00	-24.20	-19.75	-20.00	0.25	1.07	-1.87	0.82	0.74	0.838133
locus10	NC_007605.genome	11081	11587	2	80.83	0.999987	-4.27	"EBNA-1"
window48	locus10	NC_007605.genome	11081	11200	+	2	120	58.33	-44.20	-22.90	-23.15	0.25	1.30	-3.17	0.52	2.08	0.987407
window49	locus10	NC_007605.genome	11121	11240	+	2	120	68.33	-42.30	-23.95	-23.20	-0.75	1.33	-1.98	0.57	0.05	0.557985
window50	locus10	NC_007605.genome	11240	11359	+	2	120	80.00	-41.90	-31.95	-34.70	2.75	1.09	-3.15	0.76	2.98	0.998016
window51	locus10	NC_007605.genome	11280	11399	+	2	120	78.33	-42.15	-35.85	-36.85	1.00	1.15	-2.67	0.85	2.69	0.996368
window52	locus10	NC_007605.genome	11359	11477	+	2	120	77.50	-21.90	-20.00	-18.75	-1.25	1.29	-1.81	0.91	1.84	0.979444
window53	locus10	NC_007605.genome	11399	11517	+	2	120	80.83	-30.30	-26.75	-26.75	0.00	1.12	-3.01	0.88	3.10	0.998434
window54	locus10	NC_007605.genome	11399	11517	-	2	120	80.83	-40.53	-32.40	-33.15	0.75	1.11	-2.18	0.80	1.45	0.954815
window55	locus10	NC_007605.genome	11439	11555	+	2	120	70.00	-35.06	-29.80	-29.05	-0.75	1.30	-4.13	0.85	4.45	0.999900
window56	locus10	NC_007605.genome	11439	11555	-	2	120	70.00	-38.25	-31.40	-30.40	-1.00	1.22	-3.56	0.82	4.80	0.999951
window57	locus10	NC_007605.genome	11477	11587	+	2	120	60.00	-36.70	-34.30	-33.80	-0.50	1.25	-3.63	0.93	5.43	0.999987
window58	locus10	NC_007605.genome	11477	11587	-	2	120	60.00	-33.60	-31.00	-32.25	1.25	1.20	-4.27	0.92	5.04	0.999970
locus11	NC_007605.genome	12248	12367	2	88.33	0.658444	-1.69	"EBNA-2"
window59	locus11	NC_007605.genome	12248	12367	+	2	120	88.33	-54.50	-46.47	-46.72	0.25	1.03	-1.63	0.85	0.23	0.644535
window60	locus11	NC_007605.genome	12248	12367	-	2	120	88.33	-53.15	-44.05	-44.80	0.75	1.03	-1.69	0.83	0.26	0.658444
locus12	NC_007605.genome	12523	12681	2	89.17	0.999701	-4.52	"EBNA-2"
window61	locus12	NC_007605.genome	12523	12642	+	2	120	88.33	-69.00	-65.47	-65.97	0.50	1.05	-3.46	0.95	3.91	0.999701
window62	locus12	NC_007605.genome	12523	12642	-	2	120	88.33	-60.66	-54.44	-55.57	1.13	1.05	-4.52	0.90	3.54	0.999356
window63	locus12	NC_007605.genome	12563	12681	+	2	120	89.17	-68.20	-63.77	-64.27	0.50	1.10	-3.14	0.94	3.56	0.999381
window64	locus12	NC_007605.genome	12563	12681	-	2	120	89.17	-70.85	-62.96	-64.21	1.25	1.07	-3.71	0.89	3.66	0.999502
locus13	NC_007605.genome	12800	13037	2	91.67	0.998750	-3.39	"BWRF1"
window65	locus13	NC_007605.genome	12800	12919	+	2	120	86.67	-50.65	-44.05	-44.05	0.00	1.16	-1.83	0.87	0.85	0.867346
window66	locus13	NC_007605.genome	12800	12919	-	2	120	86.67	-58.40	-43.85	-47.60	3.75	1.08	-1.61	0.75	0.05	0.558854
window67	locus13	NC_007605.genome	12839	12959	+	2	120	90.83	-55.40	-47.85	-47.85	0.00	1.05	-2.23	0.86	1.32	0.941306
window68	locus13	NC_007605.genome	12839	12959	-	2	120	90.83	-64.75	-59.75	-60.00	0.25	1.03	-1.94	0.92	1.20	0.929072
window69	locus13	NC_007605.genome	12879	12997	+	2	120	90.83	-60.30	-48.10	-51.35	3.25	1.02	-3.29	0.80	2.77	0.996945
window70	locus13	NC_007605.genome	12879	12997	-	2	120	90.83	-67.00	-55.50	-57.75	2.25	1.05	-3.35	0.83	2.96	0.997927
window71	locus13	NC_007605.genome	12919	13037	+	2	120	91.67	-64.60	-57.60	-57.85	0.25	1.03	-3.39	0.89	3.21	0.998750
window72	locus13	NC_007605.genome	12919	13037	-	2	120	91.67	-65.36	-57.20	-58.20	1.00	1.00	-2.64	0.88	2.09	0.987771
locus14	NC_007605.genome	13076	13275	2	80.83	0.999942	-2.88	"BWRF1"
window73	locus14	NC_007605.genome	13076	13196	+	2	120	80.83	-52.56	-41.90	-42.65	0.75	1.11	-2.33	0.80	1.72	0.973973
window74	locus14	NC_007605.genome	13076	13196	-	2	120	80.83	-66.85	-52.30	-52.55	0.25	1.15	-2.64	0.78	2.26	0.991342
window75	locus14	NC_007605.genome	13156	13275	+	2	120	67.50	-39.95	-30.41	-29.66	-0.75	1.31	-2.88	0.76	4.71	0.999942
window76	locus14	NC_007605.genome	13156	13275	-	2	120	67.50	-54.15	-39.70	-42.45	2.75	1.17	-2.74	0.73	4.28	0.999860
locus15	NC_007605.genome	13631	13847	3	72.75	0.999908	-3.46	"BWRF1"
window77	locus15	NC_007605.genome	13631	13739	-	3	120	68.77	-53.37	-26.51	-26.20	-0.31	1.32	-2.66	0.50	2.75	0.996792
window78	locus15	NC_007605.genome	13662	13779	-	3	120	72.75	-57.27	-31.89	-33.47	1.57	1.25	-3.46	0.56	4.49	0.999908
window79	locus15	NC_007605.genome	13739	13847	-	3	120	56.77	-54.10	-22.33	-23.23	0.91	1.36	-2.30	0.41	1.74	0.974732
locus16	NC_007605.genome	14025	14195	2	81.31	0.973658	-2.33	-
window80	locus16	NC_007605.genome	14025	14131	+	2	107	81.31	-30.40	-25.25	-25.00	-0.25	1.12	-1.65	0.83	0.46	0.746094
window81	locus16	NC_007605.genome	14091	14195	+	2	104	79.81	-39.90	-30.70	-29.95	-0.75	1.14	-2.33	0.77	1.72	0.973658
locus17	NC_007605.genome	14353	14472	2	80.83	0.892425	-2.10	"EBNA-LP"
window82	locus17	NC_007605.genome	14353	14472	+	2	120	80.83	-41.25	-28.35	-30.85	2.50	1.06	-2.10	0.69	0.97	0.892425
window83	locus17	NC_007605.genome	14353	14472	-	2	120	80.83	-48.05	-35.80	-36.55	0.75	1.13	-1.59	0.75	0.13	0.597647
locus18	NC_007605.genome	14544	14704	2	89.17	0.906329	-1.94	"EBNA-LP"
window84	locus18	NC_007605.genome	14544	14664	+	2	120	87.50	-42.00	-34.45	-34.20	-0.25	1.04	-1.60	0.82	0.12	0.591228
window85	locus18	NC_007605.genome	14584	14704	+	2	120	89.17	-33.95	-30.06	-29.31	-0.75	1.12	-1.94	0.89	1.05	0.906329
locus19	NC_007605.genome	14861	15108	2	84.17	0.974738	-2.24	"EBNA-LP"
window86	locus19	NC_007605.genome	14861	14981	+	2	120	84.17	-44.75	-38.25	-36.50	-1.75	1.20	-1.66	0.85	0.49	0.756556
window87	locus19	NC_007605.genome	14901	15021	+	2	120	84.17	-50.75	-42.45	-41.95	-0.50	1.10	-1.62	0.84	0.32	0.687608
window88	locus19	NC_007605.genome	14941	15061	+	2	120	79.17	-35.35	-31.10	-30.85	-0.25	1.08	-1.34	0.88	0.37	0.710425
window89	locus19	NC_007605.genome	14941	15061	-	2	120	79.17	-50.45	-41.30	-41.80	0.50	1.10	-2.24	0.82	1.74	0.974738
window90	locus19	NC_007605.genome	14981	15101	-	2	120	77.50	-56.55	-41.05	-41.80	0.75	1.06	-1.84	0.73	0.75	0.840127
window91	locus19	NC_007605.genome	14988	15108	-	2	120	78.33	-55.85	-42.15	-44.65	2.50	1.08	-1.66	0.75	0.40	0.722808
locus20	NC_007605.genome	15320	15439	2	88.33	0.658444	-1.69	"EBNA-LP"
window92	locus20	NC_007605.genome	15320	15439	+	2	120	88.33	-54.50	-46.47	-46.72	0.25	1.03	-1.63	0.85	0.23	0.644535
window93	locus20	NC_007605.genome	15320	15439	-	2	120	88.33	-53.15	-44.05	-44.80	0.75	1.03	-1.69	0.83	0.26	0.658444
locus21	NC_007605.genome	15595	15753	2	89.17	0.999701	-4.52	"EBNA-LP"
window94	locus21	NC_007605.genome	15595	15714	+	2	120	88.33	-69.00	-65.47	-65.97	0.50	1.05	-3.46	0.95	3.91	0.999701
window95	locus21	NC_007605.genome	15595	15714	-	2	120	88.33	-60.66	-54.44	-55.57	1.13	1.05	-4.52	0.90	3.54	0.999356
window96	locus21	NC_007605.genome	15635	15753	+	2	120	89.17	-68.20	-63.77	-64.27	0.50	1.10	-3.14	0.94	3.56	0.999381
window97	locus21	NC_007605.genome	15635	15753	-	2	120	89.17	-70.85	-62.96	-64.21	1.25	1.07	-3.71	0.89	3.66	0.999502
locus22	NC_007605.genome	15872	16109	2	91.67	0.998750	-3.39	"BWRF1"
window98	locus22	NC_007605.genome	15872	15991	+	2	120	86.67	-50.65	-44.05	-44.05	0.00	1.16	-1.83	0.87	0.85	0.867346
window99	locus22	NC_007605.genome	15872	15991	-	2	120	86.67	-58.40	-43.85	-47.60	3.75	1.08	-1.61	0.75	0.05	0.558854
window100	locus22	NC_007605.genome	15911	16031	+	2	120	90.83	-55.40	-47.85	-47.85	0.00	1.05	-2.23	0.86	1.32	0.941306
window101	locus22	NC_007605.genome	15911	16031	-	2	120	90.83	-64.75	-59.75	-60.00	0.25	1.03	-1.94	0.92	1.20	0.929072
window102	locus22	NC_007605.genome	15951	16069	+	2	120	90.83	-60.30	-48.10	-51.35	3.25	1.02	-3.29	0.80	2.77	0.996945
window103	locus22	NC_007605.genome	15951	16069	-	2	120	90.83	-67.00	-55.50	-57.75	2.25	1.05	-3.35	0.83	2.96	0.997927
window104	locus22	NC_007605.genome	15991	16109	+	2	120	91.67	-64.60	-57.60	-57.85	0.25	1.03	-3.39	0.89	3.21	0.998750
window105	locus22	NC_007605.genome	15991	16109	-	2	120	91.67	-65.36	-57.20	-58.20	1.00	1.00	-2.64	0.88	2.09	0.987771
locus23	NC_007605.genome	16148	16347	2	80.83	0.999942	-2.88	"BWRF1"
window106	locus23	NC_007605.genome	16148	16268	+	2	120	80.83	-52.56	-41.90	-42.65	0.75	1.11	-2.33	0.80	1.72	0.973973
window107	locus23	NC_007605.genome	16148	16268	-	2	120	80.83	-66.85	-52.30	-52.55	0.25	1.15	-2.64	0.78	2.26	0.991342
window108	locus23	NC_007605.genome	16228	16347	+	2	120	67.50	-39.95	-30.41	-29.66	-0.75	1.31	-2.88	0.76	4.71	0.999942
window109	locus23	NC_007605.genome	16228	16347	-	2	120	67.50	-54.15	-39.70	-42.45	2.75	1.17	-2.74	0.73	4.28	0.999860
locus24	NC_007605.genome	16686	16925	2	89.17	0.978513	-2.46	"BWRF1"
window110	locus24	NC_007605.genome	16686	16805	+	2	120	86.67	-45.98	-36.10	-38.85	2.75	1.07	-2.46	0.79	1.82	0.978513
window111	locus24	NC_007605.genome	16686	16805	-	2	120	86.67	-57.40	-46.15	-48.90	2.75	1.08	-2.31	0.80	1.58	0.965196
window112	locus24	NC_007605.genome	16725	16845	-	2	120	89.17	-54.91	-47.45	-48.45	1.00	1.06	-1.89	0.86	0.79	0.851332
window113	locus24	NC_007605.genome	16805	16925	-	2	120	82.50	-62.95	-49.15	-51.65	2.50	1.05	-2.01	0.78	0.99	0.895132
locus25	NC_007605.genome	17125	17283	2	78.33	0.969985	-2.17	-
window114	locus25	NC_007605.genome	17125	17244	+	2	120	78.33	-41.75	-29.10	-27.85	-1.25	1.16	-1.75	0.70	0.42	0.727768
window115	locus25	NC_007605.genome	17164	17283	+	2	120	77.50	-45.85	-36.05	-34.80	-1.25	1.15	-2.17	0.79	1.65	0.969985
locus26	NC_007605.genome	17402	17592	2	85.83	0.996828	-3.24	-
window116	locus26	NC_007605.genome	17402	17520	+	2	120	85.83	-44.90	-37.39	-38.39	1.00	1.06	-1.96	0.83	0.98	0.893317
window117	locus26	NC_007605.genome	17441	17559	+	2	120	81.67	-39.35	-26.80	-26.80	0.00	1.16	-3.24	0.68	2.75	0.996828
window118	locus26	NC_007605.genome	17441	17559	-	2	120	81.67	-46.60	-31.52	-32.52	1.00	1.12	-2.14	0.68	0.97	0.892621
window119	locus26	NC_007605.genome	17481	17592	+	2	120	79.17	-31.58	-23.18	-25.18	2.00	1.08	-1.55	0.73	0.09	0.576472
locus27	NC_007605.genome	17949	18508	2	89.17	0.999944	-3.32	-
window120	locus27	NC_007605.genome	17949	18069	+	2	120	84.17	-46.25	-40.15	-39.90	-0.25	1.11	-2.17	0.87	1.64	0.969145
window121	locus27	NC_007605.genome	18029	18149	-	2	120	78.33	-49.90	-40.85	-41.10	0.25	1.15	-1.78	0.82	0.89	0.876204
window122	locus27	NC_007605.genome	18069	18189	-	2	120	78.33	-55.75	-42.90	-45.40	2.50	1.10	-1.79	0.77	0.71	0.829991
window123	locus27	NC_007605.genome	18109	18229	+	2	120	70.83	-40.70	-30.80	-30.55	-0.25	1.18	-2.63	0.76	3.62	0.999458
window124	locus27	NC_007605.genome	18109	18229	-	2	120	70.83	-50.05	-35.20	-34.45	-0.75	1.16	-1.97	0.70	1.72	0.973939
window125	locus27	NC_007605.genome	18149	18269	+	2	120	70.00	-36.25	-28.83	-28.33	-0.50	1.20	-3.32	0.80	4.73	0.999944
window126	locus27	NC_007605.genome	18149	18269	-	2	120	70.00	-45.35	-32.98	-31.98	-1.00	1.17	-2.41	0.73	3.14	0.998543
window127	locus27	NC_007605.genome	18269	18389	-	2	120	70.00	-56.00	-47.30	-45.05	-2.25	1.34	-2.43	0.84	3.89	0.999687
window128	locus27	NC_007605.genome	18309	18429	-	2	120	84.17	-52.65	-46.10	-46.35	0.25	1.08	-1.34	0.88	-0.04	0.514924
window129	locus27	NC_007605.genome	18389	18508	+	2	120	89.17	-54.95	-46.22	-46.47	0.25	1.03	-1.58	0.84	0.03	0.548211
locus28	NC_007605.genome	18664	18822	2	89.17	0.999602	-4.16	"BWRF1"
window130	locus28	NC_007605.genome	18664	18784	+	2	120	89.17	-70.60	-64.25	-65.00	0.75	1.07	-3.87	0.91	3.77	0.999602
window131	locus28	NC_007605.genome	18664	18784	-	2	120	89.17	-58.45	-51.96	-53.96	2.00	1.05	-4.16	0.89	3.67	0.999512
window132	locus28	NC_007605.genome	18704	18822	+	2	120	89.17	-64.50	-60.62	-60.62	0.00	1.11	-2.06	0.94	1.79	0.977209
window133	locus28	NC_007605.genome	18704	18822	-	2	120	89.17	-70.00	-61.31	-62.56	1.25	1.07	-3.09	0.88	3.10	0.998443
locus29	NC_007605.genome	18941	19416	2	91.67	0.999929	-3.90	"BWRF1"
window134	locus29	NC_007605.genome	18941	19060	+	2	120	86.67	-49.50	-41.90	-41.90	-0.00	1.15	-1.53	0.85	0.11	0.586525
window135	locus29	NC_007605.genome	18980	19100	+	2	120	90.83	-56.75	-49.95	-50.70	0.75	1.03	-2.69	0.88	2.33	0.992484
window136	locus29	NC_007605.genome	19020	19138	+	2	120	90.83	-60.25	-50.40	-52.90	2.50	1.00	-3.90	0.84	3.36	0.999079
window137	locus29	NC_007605.genome	19020	19138	-	2	120	90.83	-66.31	-54.80	-57.05	2.25	1.05	-3.17	0.83	2.75	0.996808
window138	locus29	NC_007605.genome	19060	19178	+	2	120	91.67	-61.55	-54.55	-54.80	0.25	1.03	-2.37	0.89	1.65	0.970094
window139	locus29	NC_007605.genome	19060	19178	-	2	120	91.67	-63.61	-56.00	-57.25	1.25	1.02	-1.80	0.88	0.43	0.733835
window140	locus29	NC_007605.genome	19178	19297	-	2	120	79.17	-63.00	-49.20	-50.70	1.50	1.15	-1.53	0.78	0.16	0.614588
window141	locus29	NC_007605.genome	19217	19337	+	2	120	80.00	-52.51	-41.90	-42.65	0.75	1.11	-2.22	0.80	1.56	0.963855
window142	locus29	NC_007605.genome	19217	19337	-	2	120	80.00	-68.35	-53.55	-54.30	0.75	1.14	-3.01	0.78	2.86	0.997443
window143	locus29	NC_007605.genome	19297	19416	+	2	120	68.33	-39.95	-30.41	-29.66	-0.75	1.31	-2.92	0.76	4.62	0.999929
window144	locus29	NC_007605.genome	19297	19416	-	2	120	68.33	-54.15	-39.70	-42.45	2.75	1.17	-2.82	0.73	4.28	0.999858
locus30	NC_007605.genome	19755	19874	2	85.00	0.995989	-2.94	"BWRF1"
window145	locus30	NC_007605.genome	19755	19874	+	2	120	85.00	-48.73	-36.85	-39.60	2.75	1.06	-2.94	0.76	2.64	0.995989
window146	locus30	NC_007605.genome	19755	19874	-	2	120	85.00	-58.05	-46.10	-48.10	2.00	1.12	-2.25	0.79	1.48	0.957375
locus31	NC_007605.genome	20194	20352	2	78.33	0.902077	-1.99	-
window147	locus31	NC_007605.genome	20194	20313	+	2	120	78.33	-42.90	-31.45	-29.95	-1.50	1.20	-1.99	0.73	1.02	0.902077
window148	locus31	NC_007605.genome	20233	20352	+	2	120	78.33	-41.80	-32.00	-31.25	-0.75	1.11	-1.49	0.77	0.08	0.573271
locus32	NC_007605.genome	20471	20628	2	88.33	0.991400	-2.81	-
window149	locus32	NC_007605.genome	20471	20589	+	2	120	88.33	-47.40	-39.89	-40.89	1.00	1.06	-2.55	0.84	2.11	0.988251
window150	locus32	NC_007605.genome	20510	20628	+	2	120	80.83	-38.60	-26.80	-26.80	0.00	1.16	-2.81	0.69	2.27	0.991400
window151	locus32	NC_007605.genome	20510	20628	-	2	120	80.83	-46.00	-31.35	-31.10	-0.25	1.14	-1.80	0.68	0.38	0.712214
locus33	NC_007605.genome	21018	21577	2	90.83	0.999597	-2.70	-
window152	locus33	NC_007605.genome	21018	21138	+	2	120	84.17	-44.40	-40.15	-39.90	-0.25	1.11	-1.78	0.90	1.11	0.916211
window153	locus33	NC_007605.genome	21098	21218	-	2	120	77.50	-53.20	-42.15	-41.90	-0.25	1.18	-2.70	0.79	2.63	0.995919
window154	locus33	NC_007605.genome	21138	21258	-	2	120	79.17	-55.20	-41.65	-44.40	2.75	1.05	-1.61	0.75	0.24	0.649859
window155	locus33	NC_007605.genome	21178	21298	+	2	120	73.33	-43.40	-33.50	-33.25	-0.25	1.15	-2.30	0.77	2.54	0.995082
window156	locus33	NC_007605.genome	21178	21298	-	2	120	73.33	-53.95	-37.55	-37.30	-0.25	1.16	-2.10	0.70	1.63	0.968423
window157	locus33	NC_007605.genome	21218	21338	+	2	120	70.00	-37.45	-29.68	-29.18	-0.50	1.17	-2.51	0.79	3.77	0.999597
window158	locus33	NC_007605.genome	21218	21338	-	2	120	70.00	-49.45	-35.60	-35.85	0.25	1.17	-2.33	0.72	2.88	0.997533
window159	locus33	NC_007605.genome	21338	21458	-	2	120	70.00	-52.75	-40.40	-38.40	-2.00	1.34	-2.11	0.77	2.72	0.996588
window160	locus33	NC_007605.genome	21378	21498	+	2	120	83.33	-37.66	-31.10	-33.10	2.00	1.00	-1.44	0.83	-0.05	0.507262
window161	locus33	NC_007605.genome	21418	21538	-	2	120	90.83	-55.35	-54.75	-53.75	-1.00	1.12	-2.29	0.99	2.73	0.996647
window162	locus33	NC_007605.genome	21458	21577	+	2	120	89.17	-56.00	-47.27	-48.52	1.25	1.03	-2.17	0.84	1.27	0.938844
window163	locus33	NC_007605.genome	21458	21577	-	2	120	89.17	-54.75	-49.95	-50.95	1.00	1.06	-2.49	0.91	2.39	0.993391
locus34	NC_007605.genome	21733	21891	2	89.17	0.999543	-3.81	"BWRF1"
window164	locus34	NC_007605.genome	21733	21853	+	2	120	88.33	-68.66	-58.95	-60.45	1.50	1.05	-3.22	0.86	3.24	0.998820
window165	locus34	NC_007605.genome	21733	21853	-	2	120	88.33	-59.36	-52.16	-54.16	2.00	1.05	-3.81	0.88	3.70	0.999543
window166	locus34	NC_007605.genome	21773	21891	+	2	120	89.17	-66.95	-61.77	-61.52	-0.25	1.09	-2.73	0.92	2.92	0.997734
window167	locus34	NC_007605.genome	21773	21891	-	2	120	89.17	-71.15	-63.56	-64.81	1.25	1.07	-3.30	0.89	3.43	0.999202
locus35	NC_007605.genome	22050	22207	2	90.00	0.999326	-3.61	"BWRF1"
window168	locus35	NC_007605.genome	22050	22169	+	2	120	89.17	-59.20	-50.05	-50.80	0.75	1.03	-3.40	0.85	3.30	0.998961
window169	locus35	NC_007605.genome	22050	22169	-	2	120	89.17	-63.85	-55.90	-57.65	1.75	1.07	-2.11	0.88	1.34	0.944233
window170	locus35	NC_007605.genome	22089	22207	+	2	120	90.00	-59.75	-52.60	-54.10	1.50	1.03	-3.61	0.88	3.51	0.999326
